consideration_offered,shares_acquired,shares_at_announcement,acquiror_code,target_code,target_status,acquisition_count,bidder_count,month,cross_border,relatedness,economic_sector_ac,business_sector_ac,economic_sector_target,business_sector_target,car_1,car_3,car_5,car_10
Cash,not_full,no,55301010,55102020,others,285,1,5,national,economic_sector,Financials,Insurance,Financials,Banking & Investment Services,0.0089059807235101,0.0092121946060534,0.0024409199705941,-0.0031257630133263
Other,full,no,53403010,53403010,others,66,1,5,cross_border,industry,Consumer Cyclicals,Retailers,Consumer Cyclicals,Retailers,0.0145468432470529,0.0233958861858333,0.0153835813010689,0.0580103594455989
Other,full,no,55102020,60101010,others,1,1,5,cross_border,not_related,Financials,Banking & Investment Services,Real Estate,Real Estate,-0.1829115544917005,-0.0545009243510491,0.4159922836664437,-0.1442592800175518
Cash,not_full,no,56201040,56201040,public,24,1,5,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0324858265450153,0.0442408823838135,0.0759584681354272,0.1098580186805955
Other,full,no,57201030,57201020,others,129,1,5,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0293754254006047,0.0456403210556143,0.0603224964431476,0.0671808245520614
Cash,full,no,57201010,57201020,others,4,1,5,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0802145264450212,0.1200125478603982,0.1771216221726709,0.148603269721495
Other,full,no,52102010,52203040,others,86,1,5,cross_border,economic_sector,Industrials,Industrial Goods,Industrials,Industrial & Commercial Services,-0.0200789119792357,-0.0176513641694143,-0.0188213430731285,-0.0257970251875935
Other,not_full,yes,50102030,51101010,others,4,1,5,cross_border,not_related,Energy,Energy - Fossil Fuels,Basic Materials,Chemicals,0.0099345069517656,0.0694160765283741,0.0694160765283741,-0.0383680334624831
Cash,full,no,53101020,52102030,others,21,1,5,cross_border,not_related,Consumer Cyclicals,Automobiles & Auto Parts,Industrials,Industrial Goods,0.0368059987091413,0.1928293754738489,0.1928293754738489,0.10277992869281
Cash,full,no,60102040,60101010,others,6,1,5,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,-0.0026264369934833,0.0082516110985294,0.0082516110985294,-0.001995537781826
Other,full,no,57102010,57201020,others,200,1,5,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,-0.0025852472581124,0.000114792873471,0.000114792873471,0.0496469814129675
Other,full,no,59103010,59103010,others,4,1,5,cross_border,industry,Utilities,Utilities,Utilities,Utilities,0.0054181662058285,-0.0208421852373784,-0.0208421852373784,0.0057746486486727
Other,full,no,54301020,54301020,others,10,1,5,cross_border,industry,Consumer Non-Cyclicals,Food & Drug Retailing,Consumer Non-Cyclicals,Food & Drug Retailing,0.0171536630460606,0.0090339530538838,0.0286887440024927,-0.0002538622598939
Cash,full,no,60102040,53301010,others,9,1,5,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0087256126028243,0.0078415844344824,0.0276801013534114,0.0169088422594424
Other,full,no,57201010,57201010,others,7,1,5,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0024720978007961,0.0497506481136286,0.0398057472845982,0.0421553008918937
Other,full,no,50102020,50102020,others,0,1,5,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.1613351291911497,0.1204151814913158,0.1429898980604197,0.2221029102363609
Cash,full,no,60101010,53301010,others,10,1,5,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0156827379693185,0.0009606583494591,0.0076147434013567,-0.0048695928081619
Cash,full,no,60101010,53301010,others,11,1,5,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0156827379693185,0.0009606583494591,0.0076147434013567,-0.0048695928081619
Other,full,no,52203040,52203040,others,8,1,5,national,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0041769263550396,-0.003120137460679,0.0172210725349977,-0.0128232195069027
Other,full,no,55101030,52203020,others,2,1,5,cross_border,not_related,Financials,Banking & Investment Services,Industrials,Industrial & Commercial Services,-0.0579792153467668,0.0110191717330773,0.0072722117950813,-0.096723224680519
Cash,full,no,57201020,57201020,others,48,1,5,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0007768075367855,-0.0037793694011516,0.005868389175238,0.0367332576451823
Cash,full,no,60101010,60101010,others,6,1,5,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0110477958522074,0.012535952843043,0.0119553584212452,0.006534615303159
Cash,full,no,52101010,52101010,others,36,1,5,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0121237960419271,0.0149447606545767,0.0259454267411615,-0.0027316972086094
Other,full,no,55301010,55301010,others,286,1,5,cross_border,industry,Financials,Insurance,Financials,Insurance,-0.0095395175445104,-0.0176167278918424,-0.0126336391055956,-0.0116433110330251
Other,full,no,52102010,55102050,others,3,1,5,national,not_related,Industrials,Industrial Goods,Financials,Banking & Investment Services,-0.0150505644622261,-0.0138138112271084,-0.021754924904992,-0.0025636177128973
Other,full,no,57201020,56102010,others,19,1,5,national,not_related,Technology,Software & IT Services,Healthcare,Healthcare Services & Equipment,-0.0410212135046209,-0.0708582769753775,-0.1221945566851051,-0.2748658804321756
Cash,full,no,51101010,51101010,others,3,1,5,national,industry,Basic Materials,Chemicals,Basic Materials,Chemicals,0.0457633940810966,0.0427195274940949,0.0427195274940949,0.0619685938933031
Other,full,no,55101010,55301010,others,2,1,5,cross_border,economic_sector,Financials,Banking & Investment Services,Financials,Insurance,-0.0120322197611288,-0.0012562542387393,-0.0012562542387393,0.0450137774245724
Other,full,no,55101010,55101010,others,13,1,5,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0086896272184038,0.0081806185301145,0.0081806185301145,0.0352999040215987
Cash,full,no,60101010,55102020,others,0,1,5,cross_border,not_related,Real Estate,Real Estate,Financials,Banking & Investment Services,0.0206526416766987,0.0287073202996278,0.0287073202996278,0.0517159629720467
Other,full,no,57201020,57201020,others,200,1,5,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.004726056031743,0.0001616131188844,0.0001616131188844,-0.0002371025697713
Other,full,no,55102020,51201020,others,26,1,5,national,not_related,Financials,Banking & Investment Services,Basic Materials,Mineral Resources,-0.0215576344523025,-0.0376352565363823,-0.0376352565363823,0.0372320091602617
Cash,full,no,54102020,54102020,public,9,2,5,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,0.0197433991461631,0.0918169824926088,0.0617816682653453,-0.1164859468504988
Cash,full,no,52101010,52406020,others,41,1,5,cross_border,economic_sector,Industrials,Industrial Goods,Industrials,Transportation,0.0065553018230524,0.0053758596041717,0.0044144125335421,0.0063086422499828
Cash,full,no,60101010,54102010,others,1,1,5,cross_border,not_related,Real Estate,Real Estate,Consumer Non-Cyclicals,Food & Beverages,0.0164482288797933,0.0113837926520676,0.0163501069003603,0.0276120179343249
Cash,full,no,52203070,57201030,others,20,1,5,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Software & IT Services,0.0055388305392167,0.0026231794195933,-0.0053341913868217,-0.0276616367172178
Other,full,no,53204030,51301020,others,1,1,5,cross_border,not_related,Consumer Cyclicals,Cyclical Consumer Products,Basic Materials,Applied Resources,0.2544030116720532,0.1809389388015221,0.2479849287390404,0.0302819426802221
Cash,full,no,52102010,53101020,others,16,1,5,cross_border,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Automobiles & Auto Parts,0.0012856600568724,0.004339049832494,-0.0060869164883839,-0.0083557695208049
Other,full,no,54201030,52102010,others,0,1,5,cross_border,not_related,Consumer Non-Cyclicals,Personal & Household Products & Services,Industrials,Industrial Goods,-0.0077755287951314,-0.0068988136623077,0.0159208459538253,0.0015486265363986
Cash,full,no,56102010,56102010,others,63,1,6,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0033058084571946,0.0105612379456754,0.0139556576275283,-0.0130082133612429
Other,full,no,56102010,56102010,others,1,1,6,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0546314084167812,0.118464681751177,0.0384157712853213,0.0481135385691398
Other,full,no,56102010,56102010,others,64,1,6,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0033058084571946,0.0105612379456754,0.0139556576275283,-0.0130082133612429
Cash,full,no,60101020,56102010,others,17,1,6,cross_border,not_related,Real Estate,Real Estate,Healthcare,Healthcare Services & Equipment,0.021406990261185,0.0181940499115622,0.0508789419177828,0.0658707160500268
Other,full,no,60101020,60101010,public,18,1,6,cross_border,industry_group,Real Estate,Real Estate,Real Estate,Real Estate,-0.0244819086036734,-0.0008700078918615,-0.0014931333343761,-0.0273172519751367
Cash,full,no,60101010,60101010,others,29,1,6,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.0249446675922624,-0.0212196780878957,0.0081129083104369,-0.0230268485564324
Cash,full,no,52203030,52203030,others,3,1,6,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0731166444685167,0.0285299134817424,0.0090778785648659,-0.0201323257550679
Cash,full,no,50102020,55102020,others,1,1,6,cross_border,not_related,Energy,Energy - Fossil Fuels,Financials,Banking & Investment Services,-0.0344061153756795,-0.0556116280632925,-0.1234303991821149,-0.0688837065418394
Other,full,no,50103020,57201020,others,20,1,6,cross_border,not_related,Energy,Energy - Fossil Fuels,Technology,Software & IT Services,-0.0098223976121452,-0.006738847969766,-0.0087861377444923,-0.011428940232769
Cash,full,no,51101010,51101010,others,19,1,6,national,industry,Basic Materials,Chemicals,Basic Materials,Chemicals,0.011911614502939,0.0127432033240757,-0.0087264728727352,-0.0088943991390633
Other,full,no,57201010,57201020,others,0,1,6,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,-0.0211868320763821,0.0337048963364162,-0.041265973651922,0.2432067601463933
Other,full,no,52203030,52203030,others,6,1,6,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,-0.0606531845544071,-0.0759945608012603,-0.0941987653978365,-0.0615295189957936
Other,full,no,56201040,56201040,others,4,1,6,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0064949978690715,-0.0572295202946,-0.0778759225270685,0.1015484912975559
Other,full,no,59101010,50201010,others,8,1,6,cross_border,not_related,Utilities,Utilities,Energy,Renewable Energy,-0.0172991920346238,-0.0098376383499113,0.0122879636184022,0.0691919410728509
Cash,full,no,60101020,60101010,others,19,1,6,national,industry_group,Real Estate,Real Estate,Real Estate,Real Estate,-0.0244819086036734,-0.0008700078918615,-0.0014931333343761,-0.0273172519751367
Cash,full,no,53204030,56101020,others,3,1,6,cross_border,not_related,Consumer Cyclicals,Cyclical Consumer Products,Healthcare,Healthcare Services & Equipment,-0.0134506605600343,0.033959890729849,0.0317803762219451,0.0498333948767628
Other,full,no,53101020,53403010,others,31,1,6,national,economic_sector,Consumer Cyclicals,Automobiles & Auto Parts,Consumer Cyclicals,Retailers,0.0374079407390125,0.0020476544996057,-0.0069467637261805,0.074821505557199
Other,full,no,55102020,57401010,others,29,1,6,national,not_related,Financials,Banking & Investment Services,Technology,Telecommunications Services,0.0268450005915849,-0.00574136512546,-0.0418490740777482,-0.0414436282692972
Cash,full,no,55101010,55101010,others,2,1,6,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0036719144786756,0.0050121833622759,0.0261819776399193,-0.0130487327302719
Other,full,no,52201020,57201010,others,61,1,6,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Software & IT Services,0.0113344404389099,0.0195486720930569,0.0152111323001833,-0.0094064671795006
Cash,full,no,57201030,57201030,others,1,1,6,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.003603278383278,0.0016390595772356,-0.0070505216552736,0.0622954605623411
Other,full,no,57201030,53403050,others,18,1,6,national,not_related,Technology,Software & IT Services,Consumer Cyclicals,Retailers,0.0131777051020185,0.0429828887355243,0.0115252502642501,-0.0068164495793877
Other,full,no,52203040,56102010,others,2,1,6,cross_border,not_related,Industrials,Industrial & Commercial Services,Healthcare,Healthcare Services & Equipment,0.1946688745371984,0.1794012026675316,0.2688552727552127,0.2596023318101691
Cash,full,no,56102010,56102010,others,9,1,6,national,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.048262003491116,-0.0600901913099016,-0.101623314425391,-0.0856416162039959
Cash,full,no,60102040,60101010,others,7,1,6,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,-0.0260827897669554,-0.0155677917785116,-0.0386559614024965,-0.0344627675582936
Other,full,no,55101010,55101010,public,2,1,6,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0089757959566552,0.0264991067945301,0.0296863424507359,0.085211781829005
Cash,full,no,51101010,51101010,others,16,1,6,cross_border,industry,Basic Materials,Chemicals,Basic Materials,Chemicals,-0.0020426826421736,0.0071699335772638,-0.0062449631717249,0.0136750904976724
Other,full,no,55102010,55102020,others,16,1,6,cross_border,industry_group,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0594518005597386,-0.055878150911927,-0.0905700957463565,-0.0605116162352166
Cash,full,no,60102030,60101010,others,2,1,6,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.027450361820632,0.0308150782067956,0.0315500486773564,0.0138805004029737
